text,clean_text,label,label_name
"If I exchange currencies frequently, is there a discount?",if i exchange currencies frequently is there a discount,25,31
How much is the charge for a foreign currency exchange?,how much is the charge for a foreign currency exchange,25,31
How much will I be charged for exchanging foreign currency,how much will i be charged for exchanging foreign currency,25,31
Will I be charged for exchanging foreign currencies?,will i be charged for exchanging foreign currencies,25,31
Is there a few for exchanging foreign currencies?,is there a few for exchanging foreign currencies,25,31
Please tell me what the exchange fee is.,please tell me what the exchange fee is,25,31
Please provide currency exchange rates,please provide currency exchange rates,25,31
What are the charges if I exchange foreign currency?,what are the charges if i exchange foreign currency,25,31
Do I get any sort of discount on volume for a lot fo currency exchanges?,do i get any sort of discount on volume for a lot fo currency exchanges,25,31
Any extra charges for exchanging currencies?,any extra charges for exchanging currencies,25,31
Are currency exchanges free?,are currency exchanges free,25,31
Will there be any extra fees if I exchange currencies?,will there be any extra fees if i exchange currencies,25,31
Does it cost anything to do currency exchanges?,does it cost anything to do currency exchanges,25,31
Is it free to exchange currency?,is it free to exchange currency,25,31
"If someone in a different country sends me money, do I have to pay a fee?",if someone in a different country sends me money do i have to pay a fee,25,31
how much is it to exchange currency,how much is it to exchange currency,25,31
Do I have to pay more for exchanges?,do i have to pay more for exchanges,25,31
Can I be charged for exchanging foreign currency?,can i be charged for exchanging foreign currency,25,31
"Would you be able to offer me a discount, since I need to exchange currencies frequently?",would you be able to offer me a discount since i need to exchange currencies frequently,25,31
Is it possible to have a discount for exchanging currency frequently?,is it possible to have a discount for exchanging currency frequently,25,31
What's the fee for exchange of foreign currencies?,what's the fee for exchange of foreign currencies,25,31
"My job requires me to do a lot of exchanging currency, and I was wondering about any possible discounts or lower prices.",my job requires me to do a lot of exchanging currency and i was wondering about any possible discounts or lower prices,25,31
I wanted to know what discounts were offered for current exchanges as it is something that occurs frequently.,i wanted to know what discounts were offered for current exchanges as it is something that occurs frequently,25,31
Are there any fees when exchanging to foreign currencies?,are there any fees when exchanging to foreign currencies,25,31
are there any exchange fees,are there any exchange fees,25,31
Is there an extra fee to exchange currencies?,is there an extra fee to exchange currencies,25,31
What is the fee for a foreign currency exchange?,what is the fee for a foreign currency exchange,25,31
Do I need to pay more for exchanging currencies?,do i need to pay more for exchanging currencies,25,31
where do i find out about exchange fees,where do i find out about exchange fees,25,31
What exactly is the exchange fee?,what exactly is the exchange fee,25,31
I need to exchange some foreign currency. What's the charge for doing that?,i need to exchange some foreign currency what's the charge for doing that,25,31
Is there an additional charge to exchange currencies?,is there an additional charge to exchange currencies,25,31
